CCT
ferrite_nucleation,ferrite_nucleation,ferrite_completion,ferrite_completion,pearlite_nucleation,pearlite_nucleation,pearlite_completion,pearlite_completion,bainite_nucleation,bainite_nucleation,bainite_completion,bainite_completion,martensite,martensite
x,y,x,y,x,y,x,y,x,y,x,y,x,y
10.672329902648926,751.0,194.6660614013672,753.0,635549.4375,682.0,38809332.0,692.0,6.096829891204834,534.0,134.89537048339844,535.0,0.0,0.0
12.291086196899414,757.0,225.65371704101562,758.0,1253606.625,685.0,76872328.0,694.0,7.276216983795166,536.0,160.98745727539062,537.0,0.0,0.0
14.233592987060547,762.0,261.24981689453125,763.0,2472229.0,688.0,152998320.0,695.0,8.68348503112793,538.0,192.12057495117188,539.0,0.0,0.0
16.585229873657227,766.0,302.05816650390625,768.0,4897812.0,690.0,304503968.0,696.0,10.391397476196289,539.0,229.26744079589844,541.0,0.0,0.0
19.15965461730957,771.0,351.4858703613281,772.0,9702333.0,692.0,606022592.0,697.0,12.400592803955078,541.0,274.3545837402344,542.0,0.0,0.0
22.278667449951172,775.0,408.6023254394531,776.0,19311374.0,693.0,1212045184.0,697.0,14.839261054992676,542.0,328.30584716796875,543.0,0.0,0.0
26.092775344848633,778.0,478.46014404296875,779.0,38249580.0,695.0,2412149248.0,698.0,17.707632064819336,544.0,391.75994873046875,545.0,0.0,0.0
30.28472900390625,782.0,555.1719360351562,783.0,76125992.0,696.0,4824298496.0,698.0,21.189470291137695,545.0,468.78765869140625,546.0,0.0,0.0
35.4177360534668,785.0,649.1240844726562,786.0,152251984.0,696.0,9600831488.0,699.0,25.355737686157227,546.0,560.9561157226562,547.0,0.0,0.0
41.39255142211914,788.0,1172.9786376953125,797.0,303011296.0,697.0,19201662976.0,699.0,30.340932846069336,547.0,671.2403564453125,548.0,0.0,0.0
48.3405876159668,791.0,2140.970703125,806.0,603037312.0,698.0,38403325952.0,699.0,36.30597686767578,548.0,803.2001342773438,549.0,0.0,0.0
56.41213607788086,794.0,4008.6259765625,812.0,1206074624.0,698.0,76424527872.0,700.0,43.44340133666992,549.0,961.0941772460938,550.0,0.0,0.0
65.77867889404297,797.0,7470.62109375,818.0,2400207872.0,699.0,152849055744.0,700.0,51.983558654785156,550.0,1150.017822265625,551.0,0.0,0.0
77.4017105102539,799.0,14030.19140625,823.0,4800415744.0,699.0,305698111488.0,700.0,62.20204162597656,551.0,1380.0213623046875,551.0,0.0,0.0
91.04280090332031,801.0,26602.69921875,827.0,9600831488.0,699.0,611396222976.0,700.0,74.42857360839844,552.0,1651.2806396484375,552.0,0.0,0.0
105.94071197509766,804.0,51018.875,830.0,19106131968.0,700.0,1222792445952.0,700.0,89.31428527832031,552.0,1975.8426513671875,553.0,0.0,0.0
124.48033905029297,806.0,99122.390625,832.0,38212263936.0,700.0,2445584891904.0,700.0,106.8691635131836,553.0,3928.908935546875,555.0,0.0,0.0
146.19818115234375,808.0,189498.6875,835.0,76424527872.0,700.0,4891169783808.0,700.0,127.87342071533203,554.0,7812.265625,557.0,0.0,0.0
171.62396240234375,810.0,373166.625,836.0,152849055744.0,700.0,9782339567616.0,700.0,153.44810485839844,554.0,15578.978515625,558.0,0.0,0.0
203.66043090820312,811.0,723010.375,838.0,305698111488.0,700.0,19564679135232.0,700.0,183.6055450439453,555.0,31066.8515625,559.0,0.0,0.0
238.90054321289062,813.0,1422697.875,839.0,611396222976.0,700.0,39129358270464.0,700.0,220.32664489746094,555.0,61951.4921875,560.0,0.0,0.0
280.0903015136719,815.0,2798749.75,840.0,1222792445952.0,700.0,78258716540928.0,700.0,263.6256103515625,556.0,123538.5625,561.0,0.0,0.0
332.1541442871094,816.0,5504208.0,841.0,2445584891904.0,700.0,156517433081856.0,700.0,316.3507385253906,556.0,247077.125,561.0,0.0,0.0
393.83990478515625,817.0,10821833.0,842.0,4891169783808.0,700.0,313034866163712.0,700.0,378.517333984375,557.0,494154.25,561.0,0.0,0.0
461.2197570800781,819.0,21270498.0,843.0,9782339567616.0,700.0,626069732327424.0,700.0,454.2208251953125,557.0,985393.1875,562.0,0.0,0.0
876.886962890625,823.0,42540996.0,843.0,19564679135232.0,700.0,1252139464654848.0,700.0,545.0650024414062,557.0,1970786.375,562.0,0.0,0.0
1662.668701171875,827.0,85081992.0,843.0,39129358270464.0,700.0,2504278929309696.0,700.0,652.1710205078125,558.0,3941572.75,562.0,0.0,0.0
3188.6796875,830.0,167178656.0,844.0,78258716540928.0,700.0,5008557858619392.0,700.0,782.605224609375,558.0,7883145.5,562.0,0.0,0.0
6104.0439453125,833.0,334357312.0,844.0,156517433081856.0,700.0,1.0017115717238784e+16,700.0,939.1262817382812,558.0,15766291.0,562.0,0.0,0.0
11843.66796875,835.0,668714624.0,844.0,313034866163712.0,700.0,2.003423143447757e+16,700.0,1123.6563720703125,559.0,31532582.0,562.0,0.0,0.0
22958.494140625,837.0,1313546624.0,845.0,626069732327424.0,700.0,4.006846286895514e+16,700.0,1348.3876953125,559.0,63065164.0,562.0,0.0,0.0
45188.1484375,838.0,2627093248.0,845.0,1252139464654848.0,700.0,8.013692573791027e+16,700.0,1618.065185546875,559.0,126130328.0,562.0,0.0,0.0
88918.6171875,839.0,5254186496.0,845.0,2504278929309696.0,700.0,1.6027385147582054e+17,700.0,1941.67822265625,559.0,252260656.0,562.0,0.0,0.0
174921.859375,840.0,10508372992.0,845.0,5008557858619392.0,700.0,3.205477029516411e+17,700.0,3871.96826171875,560.0,504521312.0,562.0,0.0,0.0
344013.0,841.0,21016745984.0,845.0,1.0017115717238784e+16,700.0,6.410954059032822e+17,700.0,7721.16015625,561.0,1009042624.0,562.0,0.0,0.0
676364.5625,842.0,42033491968.0,845.0,2.003423143447757e+16,700.0,0.0,0.0,15442.3203125,561.0,2018085248.0,562.0,0.0,0.0
1329406.125,843.0,84066983936.0,845.0,4.006846286895514e+16,700.0,0.0,0.0,30793.537109375,562.0,4036170496.0,562.0,0.0,0.0
2658812.25,843.0,168133967872.0,845.0,8.013692573791027e+16,700.0,0.0,0.0,61587.07421875,562.0,8072340992.0,562.0,0.0,0.0
5224333.0,844.0,336267935744.0,845.0,1.6027385147582054e+17,700.0,0.0,0.0,123174.1484375,562.0,16144681984.0,562.0,0.0,0.0
10448666.0,844.0,672535871488.0,845.0,3.205477029516411e+17,700.0,0.0,0.0,246348.296875,562.0,32289363968.0,562.0,0.0,0.0
20897332.0,844.0,1345071742976.0,845.0,6.410954059032822e+17,700.0,0.0,0.0,492696.59375,562.0,64578727936.0,562.0,0.0,0.0
41794664.0,844.0,2690143485952.0,845.0,0.0,0.0,0.0,0.0,985393.1875,562.0,129157455872.0,562.0,0.0,0.0
82096664.0,845.0,5380286971904.0,845.0,0.0,0.0,0.0,0.0,1970786.375,562.0,258314911744.0,562.0,0.0,0.0
164193328.0,845.0,10760573943808.0,845.0,0.0,0.0,0.0,0.0,3941572.75,562.0,516629823488.0,562.0,0.0,0.0
328386656.0,845.0,21521147887616.0,845.0,0.0,0.0,0.0,0.0,7883145.5,562.0,1033259646976.0,562.0,0.0,0.0
656773312.0,845.0,43042295775232.0,845.0,0.0,0.0,0.0,0.0,15766291.0,562.0,2066519293952.0,562.0,0.0,0.0
1313546624.0,845.0,86084591550464.0,845.0,0.0,0.0,0.0,0.0,31532582.0,562.0,4133038587904.0,562.0,0.0,0.0
2627093248.0,845.0,172169183100928.0,845.0,0.0,0.0,0.0,0.0,63065164.0,562.0,8266077175808.0,562.0,0.0,0.0
5254186496.0,845.0,344338366201856.0,845.0,0.0,0.0,0.0,0.0,126130328.0,562.0,16532154351616.0,562.0,0.0,0.0
10508372992.0,845.0,688676732403712.0,845.0,0.0,0.0,0.0,0.0,252260656.0,562.0,33064308703232.0,562.0,0.0,0.0
21016745984.0,845.0,1377353464807424.0,845.0,0.0,0.0,0.0,0.0,504521312.0,562.0,66128617406464.0,562.0,0.0,0.0
42033491968.0,845.0,2754706929614848.0,845.0,0.0,0.0,0.0,0.0,1009042624.0,562.0,132257234812928.0,562.0,0.0,0.0
84066983936.0,845.0,5509413859229696.0,845.0,0.0,0.0,0.0,0.0,2018085248.0,562.0,264514469625856.0,562.0,0.0,0.0
168133967872.0,845.0,1.1018827718459392e+16,845.0,0.0,0.0,0.0,0.0,4036170496.0,562.0,529028939251712.0,562.0,0.0,0.0
336267935744.0,845.0,2.2037655436918784e+16,845.0,0.0,0.0,0.0,0.0,8072340992.0,562.0,1058057878503424.0,562.0,0.0,0.0
672535871488.0,845.0,4.407531087383757e+16,845.0,0.0,0.0,0.0,0.0,16144681984.0,562.0,2116115757006848.0,562.0,0.0,0.0
1345071742976.0,845.0,8.815062174767514e+16,845.0,0.0,0.0,0.0,0.0,32289363968.0,562.0,4232231514013696.0,562.0,0.0,0.0
2690143485952.0,845.0,1.7630124349535027e+17,845.0,0.0,0.0,0.0,0.0,64578727936.0,562.0,8464463028027392.0,562.0,0.0,0.0
5380286971904.0,845.0,0.0,0.0,0.0,0.0,0.0,0.0,129157455872.0,562.0,1.6928926056054784e+16,562.0,0.0,0.0
10760573943808.0,845.0,0.0,0.0,0.0,0.0,0.0,0.0,258314911744.0,562.0,3.385785211210957e+16,562.0,0.0,0.0
21521147887616.0,845.0,0.0,0.0,0.0,0.0,0.0,0.0,516629823488.0,562.0,6.771570422421914e+16,562.0,0.0,0.0
43042295775232.0,845.0,0.0,0.0,0.0,0.0,0.0,0.0,1033259646976.0,562.0,1.3543140844843827e+17,562.0,0.0,0.0
86084591550464.0,845.0,0.0,0.0,0.0,0.0,0.0,0.0,2066519293952.0,562.0,2.7086281689687654e+17,562.0,0.0,0.0
172169183100928.0,845.0,0.0,0.0,0.0,0.0,0.0,0.0,4133038587904.0,562.0,5.417256337937531e+17,562.0,0.0,0.0
344338366201856.0,845.0,0.0,0.0,0.0,0.0,0.0,0.0,8266077175808.0,562.0,1.0834512675875062e+18,562.0,0.0,0.0
688676732403712.0,845.0,0.0,0.0,0.0,0.0,0.0,0.0,16532154351616.0,562.0,0.0,0.0,0.0,0.0
1377353464807424.0,845.0,0.0,0.0,0.0,0.0,0.0,0.0,33064308703232.0,562.0,0.0,0.0,0.0,0.0
2754706929614848.0,845.0,0.0,0.0,0.0,0.0,0.0,0.0,66128617406464.0,562.0,0.0,0.0,0.0,0.0
5509413859229696.0,845.0,0.0,0.0,0.0,0.0,0.0,0.0,132257234812928.0,562.0,0.0,0.0,0.0,0.0
1.1018827718459392e+16,845.0,0.0,0.0,0.0,0.0,0.0,0.0,264514469625856.0,562.0,0.0,0.0,0.0,0.0
2.2037655436918784e+16,845.0,0.0,0.0,0.0,0.0,0.0,0.0,529028939251712.0,562.0,0.0,0.0,0.0,0.0
4.407531087383757e+16,845.0,0.0,0.0,0.0,0.0,0.0,0.0,1058057878503424.0,562.0,0.0,0.0,0.0,0.0
8.815062174767514e+16,845.0,0.0,0.0,0.0,0.0,0.0,0.0,2116115757006848.0,562.0,0.0,0.0,0.0,0.0
1.7630124349535027e+17,845.0,0.0,0.0,0.0,0.0,0.0,0.0,4232231514013696.0,562.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8464463028027392.0,562.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6928926056054784e+16,562.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.385785211210957e+16,562.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.771570422421914e+16,562.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3543140844843827e+17,562.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7086281689687654e+17,562.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.417256337937531e+17,562.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0834512675875062e+18,562.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
